Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
MONDAH;MON19q3;MON19;0.25ha;541804.0549;63883.50905;541808.2388;63933.33369;541853.8795;63879.32516;541858.0634;63929.1498;5.8;3.9;8.3;5.3;3.7;7.5;4.1;2.9;5.9;1.756318747;0.428999424;1;2.551115536;0.838604177;0.526538679;52
MONDAH;MON19q4;MON19;0.25ha;541808.2388;63933.33369;541812.4226;63983.15833;541858.0634;63929.1498;541862.2473;63978.97444;0.6;0.2;1.1;0.5;0.3;1;0.6;0.2;1.2;1.097780531;0.537416458;1;1.209075638;0.113301539;0.417887715;8
MONDAH;MON20q1;MON20;0.25ha;540883.966;63313.1519;540886.3213;63363.09639;540933.9105;63310.79658;540936.2658;63360.74107;176.7;114.3;284.4;166.8;101.9;272.7;128.5;88.8;189.2;20.40801229;22.51100159;0.456982793;10.70832836;14.67312265;0.540127308;352
MONDAH;MON20q2;MON20;0.25ha;540886.3213;63363.09639;540888.6766;63413.04089;540936.2658;63360.74107;540938.6211;63410.68556;134.2;111.1;166.1;124.5;100.6;158.8;114.9;95.2;140.4;23.97274812;25.87349987;0.301841473;10.12841098;18.05366484;0.40840671;484
MONDAH;MON20q3;MON20;0.25ha;540933.9105;63310.79658;540936.2658;63360.74107;540983.855;63308.44125;540986.2103;63358.38575;26.3;19.8;34.8;24.2;18.4;32.8;25.2;18.5;33.5;6.810851133;5.097000122;0.951219512;6.550113698;4.040710188;0.411432722;160
MONDAH;MON20q4;MON20;0.25ha;540936.2658;63360.74107;540938.6211;63410.68556;540986.2103;63358.38575;540988.5656;63408.33024;12.9;9.9;16.9;12;9.3;15.3;12.4;9.4;16;23.59513265;27.82499886;0.363454618;11.94137057;2.418561388;0.375568819;108
MONDAH;MON21q1;MON21;0.25ha;546959.7132;68143.03979;546959.626;68193.03971;547009.7131;68143.12705;547009.6259;68193.12698;0.3;0.1;0.8;0.3;0.1;0.6;0.3;0.1;0.6;-;-;-;-;0.045238934;0.5987;4
MONDAH;MON21q2;MON21;0.25ha;546959.626;68193.03971;546959.5387;68243.03964;547009.6259;68193.12698;547009.5386;68243.1269;0;-;-;0;-;-;0;-;-;-;-;-;-;0;0;0
MONDAH;MON21q3;MON21;0.25ha;547009.7131;68143.12705;547009.6259;68193.12698;547059.7131;68143.21432;547059.6258;68193.21424;5.5;3.6;8.3;4.9;3.5;7.2;5.1;3.4;7.4;-;-;-;-;0.807156834;0.518019003;48
MONDAH;MON21q4;MON21;0.25ha;547009.6259;68193.12698;547009.5386;68243.1269;547059.6258;68193.21424;547059.5385;68243.21417;4.3;3;6;3.9;2.9;5.3;4.1;2.9;5.7;-;-;-;-;0.654073307;0.571673333;56
MONDAH;MON21Aq1;MON21A;0.25ha;542439.7442;63701.09032;542439.046;63751.08545;542489.7393;63701.78843;542489.0412;63751.78355;142.4;123.8;164.8;128.6;111.1;151.6;133.9;114.8;157;13.56921661;13.42500019;0.861255498;6.075427123;16.59605381;0.510500739;468
MONDAH;MON21Aq2;MON21A;0.25ha;542439.046;63751.08545;542438.3479;63801.08057;542489.0412;63751.78355;542488.3431;63801.77868;95.7;79.3;117.7;86.5;70.9;106.2;87.8;72.5;105;9.827121858;9.934499741;0.8748;7.951317076;10.27105391;0.529494063;240
MONDAH;MON21Aq3;MON21A;0.25ha;542489.7393;63701.78843;542489.0412;63751.78355;542539.7344;63702.48654;542539.0363;63752.48166;249.7;221.1;281.4;224.3;197.7;255.2;233;203.8;267.4;17.67639313;18.44000244;0.729491797;4.643524924;25.87560223;0.550746163;632
MONDAH;MON21Aq4;MON21A;0.25ha;542489.0412;63751.78355;542488.3431;63801.77868;542539.0363;63752.48166;542538.3382;63802.47679;198.9;171.7;230.2;182.3;153.2;218.8;186.4;160.2;220.6;13.98716083;16.24908257;0.7672;7.577113955;20.62203307;0.528070444;488
MONDAH;MON22q1;MON22;0.25ha;538561.0344;64654.2711;538560.5981;64704.26919;538611.0325;64654.70742;538610.5962;64704.70552;150.8;131.2;173.6;134.8;116.2;155.4;137.8;119.3;159.8;11.33417597;12.89849949;0.7764;9.120318425;14.09105779;0.632020867;344
MONDAH;MON22q2;MON22;0.25ha;538560.5981;64704.26919;538560.1617;64754.26729;538610.5962;64704.70552;538610.1598;64754.70361;521.7;416.6;647.6;485.7;380.5;627.6;417.8;339.9;517.3;23.96805833;24.85108471;0.204;5.524585593;33.55203675;0.690852092;496
MONDAH;MON22q3;MON22;0.25ha;538611.0325;64654.70742;538610.5962;64704.70552;538661.0306;64655.14375;538660.5943;64705.14185;150.4;130.3;174.3;133.8;116.1;154.6;142.2;122.8;164.9;13.16086284;14.84599876;0.8884;6.178499138;13.31277533;0.693589429;416
MONDAH;MON22q4;MON22;0.25ha;538610.5962;64704.70552;538610.1598;64754.70361;538660.5943;64705.14185;538660.1579;64755.13994;547.9;453.1;677.6;503.9;402.7;643.9;458.7;380.9;550.2;25.70062818;25.69050026;0.1188;5.299432909;35.92173695;0.696610821;552
MONDAH;MON23q1;MON23;0.25ha;535119.2775;60234.95905;535118.7539;60284.95631;535169.2748;60235.48264;535168.7512;60285.47989;360.7;306.2;425.4;334.8;283.3;405.1;309.2;268.3;358.1;26.45405289;27.95500088;0.1616;6.815364101;38.20955468;0.457841683;636
MONDAH;MON23q2;MON23;0.25ha;535118.7539;60284.95631;535118.2303;60334.95356;535168.7512;60285.47989;535168.2276;60335.47715;186.7;146.9;236.7;172.6;135.9;231.3;154.7;126;190.1;20.89672592;20.2721014;0.4768;7.662060962;19.72552306;0.498095165;508
MONDAH;MON23q3;MON23;0.25ha;535169.2748;60235.48264;535168.7512;60285.47989;535219.272;60236.00623;535218.7484;60286.00348;21.2;11.7;36.3;19.7;11;33.1;20.5;11.2;33.8;23.74094001;25.29650021;0.2604;7.838549319;2.106387609;0.508354569;40
MONDAH;MON23q4;MON23;0.25ha;535168.7512;60285.47989;535168.2276;60335.47715;535218.7484;60286.00348;535218.2249;60336.00074;32.6;19.9;52.4;29.9;18.2;49.5;30.9;18.1;51.5;12.12839273;9.727870941;0.890356142;8.142359343;3.099388498;0.503995625;48
MABOUNIE;MAB01h;MAB01;1ha;673772.0048;9917804.344;673763.1153;9917903.948;673871.6089;9917813.233;673862.7194;9917912.837;376.3;343.1;412.4;344.8;310.4;385;327.7;299;361.8;24.13981378;24.33834076;0.330466093;7.176367342;28.24036541;0.663147146;444
MABOUNIE;MAB02h;MAB02;1ha;676888.0167;9917815.025;676875.6566;9917914.258;676987.2499;9917827.385;676974.8898;9917926.618;349.3;312;389.5;327.5;284;378.3;302.4;269;338.6;29.08386715;29.43286133;0.108478304;7.590634092;23.59533218;0.656649998;222
MABOUNIE;MAB03h;MAB03;1ha;672384.3797;9913421.978;672371.1541;9913521.1;672483.5013;9913435.204;672470.2756;9913534.325;378.6;337.4;432.5;352.8;303.6;415.2;333.6;296.5;386.9;26.71501627;27.13750458;0.106542617;6.341092258;25.8677239;0.693588416;407
MABOUNIE;MAB04h;MAB04;1ha;670618.4207;9911940.67;670614.5819;9912040.596;670718.347;9911944.509;670714.5082;9912044.435;501.9;440.7;572.3;468.4;403.9;548.9;459;407.4;526;31.91580714;31.91001129;0.086074178;9.484653647;31.42383707;0.713588527;395
MABOUNIE;MAB05h;MAB05;1ha;676240.2738;9920875.492;676169.3167;9920945.955;676310.7372;9920946.449;676239.7801;9921016.912;481.5;420.5;572.2;458;388.1;566.5;438.8;377.9;518.5;29.5824171;28.72499847;0.141297817;10.23710674;29.54194453;0.72720373;371
MABOUNIE;MAB06h;MAB06;1ha;671653.7645;9915867.732;671642.9646;9915967.147;671753.1796;9915878.531;671742.3797;9915977.947;356.9;319;402.9;328.2;286.2;375;309.4;279.4;344.6;26.65306905;26.70001221;0.176764647;7.436720412;23.49760744;0.719755066;366
MABOUNIE;MAB07h;MAB07;1ha;669922.1696;9919654.155;669914.4977;9919753.86;670021.8749;9919661.827;670014.203;9919761.532;286;258.5;321.5;260.1;231;292.5;247;225.7;272.7;23.02627731;23.14000702;0.3261;7.965726169;21.68240777;0.696105806;492
MABOUNIE;MAB08h;MAB08;1ha;671523.2312;9916985.607;671517.3005;9917085.431;671623.0552;9916991.538;671617.1245;9917091.362;350.5;318.2;388.8;320.2;285.7;364.3;290.9;265.3;318.7;26.32177789;27.11000443;0.141585841;5.95274865;23.28166771;0.73036762;373
MABOUNIE;MAB09h;MAB09;1ha;665373.2342;9909356.629;665363.1285;9909456.117;665472.7222;9909366.734;665462.6166;9909466.222;466.4;421;516.1;425.5;380.6;481.7;411;375;454.5;34.46806762;34.50999832;0.0301;6.976204528;31.26085752;0.67802734;357
MABOUNIE;MAB10h;MAB10;1ha;677854.6423;9912715.213;677850.106;9912815.11;677954.5394;9912719.749;677950.0031;9912819.646;393.9;348.1;446.9;366.5;314.1;433.1;344.8;304.7;393.9;28.90378399;28.79000854;0.0738;6.731789528;25.792577;0.696110429;354
MABOUNIE;MAB11h;MAB11;1ha;677213.2387;9919064.408;677199.3214;9919163.434;677312.2655;9919078.325;677298.3482;9919177.352;495.1;450.8;544.3;456.1;408.7;508;523.2;477.4;576;40.59781139;44.0900116;0.082508251;13.07573879;31.32988303;0.705835012;291
MABOUNIE;MAB12h;MAB12;1ha;674485.1076;9914061.074;674482.3154;9914161.035;674585.0686;9914063.866;674582.2764;9914163.827;216;196.7;238.9;196.5;177.1;218.6;171.8;156.8;186.9;15.832161;14.64000702;0.728345669;6.509387291;17.66124771;0.652724233;352
MABOUNIE;MAB01c1;MAB01;0.16ha;673772.0048;9917804.344;673768.449;9917844.185;673811.8464;9917807.899;673808.2906;9917847.741;245.6;197.7;300.5;223.2;177.2;279.4;208.5;168.6;253.1;24.88454673;26.51000977;0.287859825;7.436871728;20.52759837;0.616262143;368.75
MABOUNIE;MAB01c2;MAB01;0.16ha;673766.6711;9917864.106;673763.1153;9917903.948;673806.5127;9917867.662;673802.957;9917907.503;384.1;315.7;464.7;349.6;283.5;442.3;343.7;275.8;424.1;23.88991725;24.97000122;0.304946775;6.632625944;29.3180495;0.653813576;462.5
MABOUNIE;MAB01c3;MAB01;0.16ha;673831.7672;9917809.677;673828.2115;9917849.519;673871.6089;9917813.233;673868.0531;9917853.075;341.4;285.6;405.4;309.4;258.4;377.9;284.2;240.3;336.6;24.39457781;23.64000702;0.333125;8.747716645;26.1568268;0.697165107;512.5
MABOUNIE;MAB01c4;MAB01;0.16ha;673826.4336;9917869.44;673822.8778;9917909.281;673866.2752;9917872.995;673862.7194;9917912.837;291.1;247.2;346.4;263.8;218.9;322.3;243.7;205.6;288.7;20.41968588;19.79250336;0.513429107;4.516287843;23.78139497;0.648327543;456.25
MABOUNIE;MAB02c1;MAB02;0.16ha;676888.0167;9917815.025;676883.0727;9917854.718;676927.71;9917819.969;676922.766;9917859.662;335.3;267.5;435.2;308.5;245.3;396.9;295.8;238.1;370;26.24124651;26.44000244;0.072274143;4.501806257;25.32997925;0.618900997;281.25
MABOUNIE;MAB02c2;MAB02;0.16ha;676880.6007;9917874.565;676875.6566;9917914.258;676920.2939;9917879.509;676915.3499;9917919.202;202.6;162.1;246.3;183.7;147.7;232;167.2;135.5;206.8;26.16147576;23.87000275;0.287945034;9.620970932;16.93686105;0.613388236;262.5
MABOUNIE;MAB02c3;MAB02;0.16ha;676947.5567;9917822.441;676942.6126;9917862.134;676987.2499;9917827.385;676982.3059;9917867.078;317.2;240.9;408.2;298.1;224.5;400.4;272;207;350.8;31.42693338;31.77500916;0.019423559;5.608084748;22.52113035;0.623154647;168.75
MABOUNIE;MAB02c4;MAB02;0.16ha;676940.1406;9917881.981;676935.1965;9917921.674;676979.8338;9917886.925;676974.8898;9917926.618;592.3;457.2;760.4;557.9;414.2;746.7;492.2;386.3;627.9;30.40332622;31.77500534;0.07875;8.294351992;34.60664584;0.710891472;218.75
MABOUNIE;MAB03c1;MAB03;0.16ha;672384.3797;9913421.978;672379.0895;9913461.627;672424.0284;9913427.268;672418.7381;9913466.917;244.6;193.2;316.3;219.4;172.6;283.5;219.7;175.3;279.3;27.56766987;30.15000153;0.148217636;6.792302976;17.49175467;0.70594405;343.75
MABOUNIE;MAB03c2;MAB03;0.16ha;672376.4443;9913481.451;672371.1541;9913521.1;672416.093;9913486.741;672410.8027;9913526.39;324.6;261.2;414;295.7;236.1;375;296.4;233.9;382.4;29.49383331;28.40500832;0.028785982;5.861215487;22.81254743;0.733444661;462.5
MABOUNIE;MAB03c3;MAB03;0.16ha;672443.8527;9913429.914;672438.5624;9913469.562;672483.5013;9913435.204;672478.211;9913474.852;832;627.4;1117.8;813.3;567.8;1163.6;737.9;550.7;1016.6;29.15195075;29.37000275;0.007514089;4.009517574;47.14828133;0.718024214;418.75
MABOUNIE;MAB03c4;MAB03;0.16ha;672435.9173;9913489.386;672430.627;9913529.035;672475.5659;9913494.677;672470.2756;9913534.325;371.2;297.2;475.7;341.9;261.2;453.5;310;247.7;382.8;22.14571304;24.13500595;0.311013767;7.692830617;29.24954806;0.595647952;406.25
MABOUNIE;MAB04c1;MAB04;0.16ha;670618.4207;9911940.67;670616.8852;9911980.641;670658.3912;9911942.206;670656.8557;9911982.176;504.9;391.5;670.2;464.1;350.8;635.1;442.3;345.2;593.2;31.87615732;31.13500214;0.0825;8.594478198;31.31191528;0.739358828;437.5
MABOUNIE;MAB04c2;MAB04;0.16ha;670616.1174;9912000.626;670614.5819;9912040.596;670656.0879;9912002.161;670654.5524;9912042.132;446.5;334.1;624;424.1;313.3;606.2;416.5;308.3;594.5;34.6956869;35.19000626;0.010625;7.305456858;29.62140463;0.686492217;412.5
MABOUNIE;MAB04c3;MAB04;0.16ha;670678.3765;9911942.973;670676.841;9911982.944;670718.347;9911944.509;670716.8115;9911984.479;626;485.7;825.6;580.2;451.1;783.5;579;452.3;750.9;34.86012806;32.36000061;0.004996877;7.032169418;40.87777529;0.691613017;512.5
MABOUNIE;MAB04c4;MAB04;0.16ha;670676.0732;9912002.929;670674.5377;9912042.9;670716.0437;9912004.465;670714.5082;9912044.435;301.5;238.5;384.5;274.7;216.7;355.3;265.4;210;336.1;28.6541557;30.07000732;0.106808245;8.32643948;22.48921373;0.647114396;306.25
MABOUNIE;MAB05c1;MAB05;0.16ha;676240.2738;9920875.492;676211.8909;9920903.677;676268.4591;9920903.875;676240.0763;9920932.06;501.6;398.3;635.7;462.3;364.6;597;453.1;356;565.7;29.03679849;29.85500336;0.082080201;5.417471554;31.76665099;0.718611471;393.75
MABOUNIE;MAB05c2;MAB05;0.16ha;676197.6995;9920917.77;676169.3167;9920945.955;676225.8849;9920946.153;676197.5021;9920974.338;321.6;257.7;401.4;289.2;223.1;366.5;283.7;225.2;353;25.08585447;24.80000305;0.101716465;4.86383864;21.09506327;0.722880672;306.25
MABOUNIE;MAB05c3;MAB05;0.16ha;676282.5518;9920918.066;676254.169;9920946.251;676310.7372;9920946.449;676282.3544;9920974.634;331.2;272.6;410.8;301.9;245.4;384.7;298.3;240.7;379.1;21.88502729;24.29000854;0.361675909;10.66252347;24.94405914;0.666642147;381.25
MABOUNIE;MAB05c4;MAB05;0.16ha;676239.9776;9920960.344;676211.5947;9920988.529;676268.1629;9920988.727;676239.7801;9921016.912;391.3;306.2;494.4;362.4;273.8;475.7;360.5;281;465.7;42.31610989;44.25999451;0.003150599;7.074603285;26.09102025;0.693584057;331.25
MABOUNIE;MAB06c1;MAB06;0.16ha;671653.7645;9915867.732;671649.4445;9915907.498;671693.5305;9915872.052;671689.2106;9915911.818;320.3;247.3;427.2;294.5;222.3;406.3;263.8;209.5;338.2;24.09638531;24.98000336;0.222013759;7.014992088;21.4877918;0.739880725;418.75
MABOUNIE;MAB06c2;MAB06;0.16ha;671647.2845;9915927.381;671642.9646;9915967.147;671687.0506;9915931.701;671682.7306;9915971.467;404.9;316.4;521.8;373.7;284.6;509.9;351.6;277.7;448;33.44070312;34.46000671;0.040650407;7.395382859;26.17065472;0.708856479;337.5
MABOUNIE;MAB06c3;MAB06;0.16ha;671713.4136;9915874.212;671709.0936;9915913.978;671753.1796;9915878.531;671748.8596;9915918.298;210;167.9;272.9;192.2;149.1;247.4;182.2;145.9;230.3;22.21347862;21.43500519;0.395625;6.607625244;16.40167601;0.68677341;337.5
MABOUNIE;MAB06c4;MAB06;0.16ha;671706.9336;9915933.861;671702.6136;9915973.627;671746.6996;9915938.181;671742.3797;9915977.947;463.2;364.6;596;421.8;323.4;543.3;406.1;316.5;515.2;24.58369735;24.59000397;0.198125;5.714751017;28.35071385;0.746254762;362.5
MABOUNIE;MAB07c1;MAB07;0.16ha;669922.1696;9919654.155;669919.1009;9919694.037;669962.0517;9919657.223;669958.983;9919697.106;242.8;201.2;293.4;219.6;182.4;268.9;214.9;178.8;255.9;24.76627784;23.07500839;0.236875;6.85946561;21.27894461;0.633075984;481.25
MABOUNIE;MAB07c2;MAB07;0.16ha;669917.5665;9919713.978;669914.4977;9919753.86;669957.4486;9919717.047;669954.3798;9919756.929;264.7;218.9;323.2;239.4;193.1;299.7;218.8;180.8;268.7;22.23069778;23.17500687;0.364035088;9.096450525;22.02714435;0.662021452;562.5
MABOUNIE;MAB07c3;MAB07;0.16ha;669981.9928;9919658.758;669978.924;9919698.64;670021.8749;9919661.827;670018.8061;9919701.709;212.3;176.7;255.8;190.3;158.7;231.7;189.1;158;232;21.06816863;21.11000824;0.441048035;7.240143727;17.78132115;0.714885484;543.75
MABOUNIE;MAB07c4;MAB07;0.16ha;669977.3896;9919718.581;669974.3209;9919758.463;670017.2718;9919721.65;670014.203;9919761.532;416.8;310.2;592;384.9;271.3;551.4;341.8;258.8;468.6;22.42758813;22.27000427;0.321450907;7.838722498;25.53995054;0.759772168;468.75
MABOUNIE;MAB08c1;MAB08;0.16ha;671523.2312;9916985.607;671520.8589;9917025.537;671563.1608;9916987.979;671560.7885;9917027.909;318;244.7;433.6;295.6;217.3;411.8;251.6;198;321.8;30.29779482;30.12000275;0.011875;4.279416315;21.20453304;0.728162735;350
MABOUNIE;MAB08c2;MAB08;0.16ha;671519.6728;9917045.501;671517.3005;9917085.431;671559.6024;9917047.874;671557.2301;9917087.803;370.8;282.6;508.7;340.9;248.2;494.8;298.8;238.4;392.7;26.01530141;27.34000397;0.160725453;6.462110371;23.53387674;0.73826615;356.25
MABOUNIE;MAB08c3;MAB08;0.16ha;671583.1256;9916989.165;671580.7533;9917029.095;671623.0552;9916991.538;671620.6829;9917031.467;278.7;227.9;346.2;252.8;204.5;318.9;241.5;197.4;296.7;24.94155961;25.06142998;0.135625;4.372696271;20.20331237;0.726445456;425
MABOUNIE;MAB08c4;MAB08;0.16ha;671579.5672;9917049.06;671577.1949;9917088.989;671619.4968;9917051.432;671617.1245;9917091.362;354.2;290.6;438.2;320.4;257.7;400.9;304.4;243.1;374.1;23.97650022;24.65999985;0.176985616;4.840772579;23.95176255;0.721715302;368.75
MABOUNIE;MAB09c1;MAB09;0.16ha;665373.2342;9909356.629;665369.1919;9909396.424;665413.0294;9909360.671;665408.9871;9909400.466;461.4;374.9;565.8;421.3;334.9;537.7;403.8;335.5;492.2;31.93052746;32.21000099;0.034375;5.326891923;33.94039749;0.63503306;393.75
MABOUNIE;MAB09c2;MAB09;0.16ha;665367.1708;9909416.322;665363.1285;9909456.117;665406.966;9909420.364;665402.9238;9909460.159;404.7;335.6;488.4;361.2;295;447;379.9;317.2;460.8;41.27506267;41.55500221;0.0025;6.313185468;28.76617476;0.69518351;437.5
MABOUNIE;MAB09c3;MAB09;0.16ha;665432.927;9909362.692;665428.8848;9909402.487;665472.7222;9909366.734;665468.68;9909406.53;451.7;347.6;588.9;411.7;307.4;567.3;412.4;315.6;548.5;34.82969024;35.28500175;0.006875;5.82417579;28.3162496;0.703174324;275
MABOUNIE;MAB09c4;MAB09;0.16ha;665426.8636;9909422.385;665422.8214;9909462.18;665466.6589;9909426.427;665462.6166;9909466.222;657.1;526.6;822.4;607.1;476.8;773.9;567.5;450.2;706.6;32.10869165;34.32000351;0.123672705;8.247938337;41.3065536;0.677174344;350
MABOUNIE;MAB10c1;MAB10;0.16ha;677854.6423;9912715.213;677852.8278;9912755.172;677894.6011;9912717.027;677892.7866;9912756.986;383.9;247.1;598;374.2;232.1;624.3;360.7;236.7;588.5;34.0144269;35.19000244;0.01375;5.820316242;23.61382045;0.712130638;331.25
MABOUNIE;MAB10c2;MAB10;0.16ha;677851.9205;9912775.151;677850.106;9912815.11;677891.8794;9912776.966;677890.0648;9912816.924;258.1;218.4;307.1;232.6;197;278.3;231.7;194.1;274.9;23.87773733;24.26000595;0.18125;4.791361575;22.02659948;0.628684241;412.5
MABOUNIE;MAB10c3;MAB10;0.16ha;677914.5806;9912717.935;677912.766;9912757.893;677954.5394;9912719.749;677952.7249;9912759.708;565.3;426.3;759.9;529.5;383.1;742;506.3;388.8;689.5;31.47021328;30.0300045;0.014375;7.237456605;32.67605862;0.743705363;400
MABOUNIE;MAB10c4;MAB10;0.16ha;677911.8588;9912777.873;677910.0443;9912817.832;677951.8176;9912779.687;677950.0031;9912819.646;674.1;533;865.6;624.7;466.3;843.9;559.3;453.2;700.8;28.41392152;29.40000916;0.05625;5.099795284;38.95881196;0.735970858;331.25
MABOUNIE;MAB11c1;MAB11;0.16ha;677213.2387;9919064.408;677207.6718;9919104.018;677252.8494;9919069.975;677247.2825;9919109.585;399.6;327.7;492.6;362.9;287.6;452.1;402.7;325.1;497.9;38.6637718;40.69500351;0.003128911;8.896578192;25.49533993;0.742495835;356.25
MABOUNIE;MAB11c2;MAB11;0.16ha;677204.8883;9919123.824;677199.3214;9919163.434;677244.499;9919129.391;677238.9321;9919169.001;406.7;310.9;546.2;379.7;282.8;519.3;424.3;324.3;582.8;38.43142461;42.43500137;0.0875;12.44664021;24.78958604;0.729171139;212.5
MABOUNIE;MAB11c3;MAB11;0.16ha;677272.6548;9919072.758;677267.0878;9919112.369;677312.2655;9919078.325;677306.6986;9919117.936;882.6;735.8;1056.4;813.3;664.4;986.2;918.2;763.2;1103.4;37.61642522;41.15000153;0.101747815;11.49728909;54.0275642;0.708779454;412.5
MABOUNIE;MAB11c4;MAB11;0.16ha;677264.3044;9919132.174;677258.7374;9919171.785;677303.9151;9919137.741;677298.3482;9919177.352;314.4;253.5;381.8;282.5;222.4;360.5;329.9;262.8;421.3;50.16715019;52.29000092;0.011235955;9.41988908;20.72520945;0.72462892;225
MABOUNIE;MAB12c1;MAB12;0.16ha;674485.1076;9914061.074;674483.9907;9914101.059;674525.092;9914062.191;674523.9751;9914102.175;319.4;264;394.1;291.3;238.4;361.6;263;219.8;320.7;17.2277712;16.82000732;0.652908068;6.088733698;24.96797942;0.661254203;443.75
MABOUNIE;MAB12c2;MAB12;0.16ha;674483.4323;9914121.051;674482.3154;9914161.035;674523.4167;9914122.168;674522.2998;9914162.152;175.9;139.9;227.3;160.5;126.1;205.4;140.3;114.7;173.1;16.28583538;15.80000305;0.630231106;7.272641047;15.40273791;0.615004209;275
MABOUNIE;MAB12c3;MAB12;0.16ha;674545.0842;9914062.749;674543.9673;9914102.734;674585.0686;9914063.866;674583.9517;9914103.851;169.4;137.4;212.7;154;124.4;195.7;145;116.8;189.6;14.33779765;13.70000458;0.88875;4.503670803;15.12010747;0.641784942;362.5
MABOUNIE;MAB12c4;MAB12;0.16ha;674543.4089;9914122.726;674542.292;9914162.711;674583.3933;9914123.843;674582.2764;9914163.827;175.3;144.3;213.9;158.6;128.8;192.7;135.8;113.2;166.3;13.16381741;12.69500351;0.879375;5.264321984;15.62232542;0.628297013;318.75
LOPE;LOP01h;LOP01;1ha;788393.8048;9976955.086;788332.2386;9977033.887;788472.6059;9977016.652;788411.0397;9977095.453;0;-;-;0;-;-;0;-;-;0.209320477;0.170013428;1;0.189637247;0;0;0
LOPE;LOP02h;LOP02;1ha;787764.3393;9977619.369;787702.7732;9977698.171;787843.1404;9977680.936;787781.5742;9977759.737;1.2;0.8;2.1;1.2;0.7;2;0.3;0.2;0.6;0.270838011;0.140014648;1;0.452367795;0.153128295;0.588526576;9
LOPE;LOP03h;LOP03;1ha;786958.5704;9977608.007;786897.0043;9977686.808;787037.3715;9977669.573;786975.8053;9977748.374;29.2;21.5;40.6;27.5;19.6;39.3;15.5;11.5;22.1;1.339583678;0.209991455;0.98970103;3.641673533;2.06153352;0.755353114;76
LOPE;LOP07h;LOP07;1ha;787545.5866;9978345.691;787484.0205;9978424.492;787624.3877;9978407.257;787562.8215;9978486.058;342.8;316;373.4;331.3;302.2;365;317.9;294.3;342.8;33.22156464;33.45001221;0.0155;4.755227497;35.75703267;0.456916844;388
LOPE;LOP08h;LOP08;1ha;787430.7129;9978895.819;787369.1468;9978974.62;787509.514;9978957.385;787447.9479;9979036.186;306;287;326.6;288;265.7;310.4;290.4;272.3;308.9;30.4730908;30.67752075;0.0069993;2.812735095;28.96445618;0.569507684;501
LOPE;LOP09h;LOP09;1ha;787002.4144;9978731.556;786940.8483;9978810.357;787081.2155;9978793.122;787019.6493;9978871.924;366;330.5;405.3;357.5;317.3;403.4;348.6;316.7;383;39.66559084;40.60598755;0.00510051;5.473161491;33.14184764;0.495564917;332
LOPE;LOP10h;LOP10;1ha;790365.6932;9975475.538;790304.1271;9975554.339;790444.4943;9975537.104;790382.9281;9975615.905;417.3;376.7;464;403.3;357.9;461.6;375.1;339.2;414.8;30.9105981;31.32899475;0.086817363;8.539189299;29.81141621;0.643684049;333
LOPE;LOP11h;LOP11;1ha;790185.9682;9975725.627;790124.4021;9975804.428;790264.7693;9975787.193;790203.2032;9975865.994;405.1;361.9;458.9;391.4;339.5;453.5;349.7;314.1;393.7;28.58528494;29.14001465;0.105810581;7.808465028;27.86552314;0.67800523;377
LOPE;LOP12h;LOP12;1ha;786053.5155;9980551.018;785991.9493;9980629.819;786132.3165;9980612.584;786070.7504;9980691.386;382.7;349.8;416.9;364.6;328.5;406.4;321.4;296.3;352;25.92855464;25.59449768;0.2759;8.852733858;29.61856247;0.62854915;447
LOPE;LPG01h;LPG01;1ha;786433.9341;9980681.842;786435.8539;9980781.824;786533.9157;9980679.923;786535.8355;9980779.904;474.6;397.5;580.8;492.8;387;685.8;439.1;371.8;534.2;31.82523485;32.93418884;0.086;7.663301656;32.01323676;0.64020925;360
LOPE;LPG02h;LPG02;1ha;791110.4664;9976131.43;791112.3861;9976231.412;791210.4479;9976129.51;791212.3677;9976229.492;597.1;518.4;687.2;602.1;500.7;722.9;547.3;482.3;628.6;33.44654067;34.08001709;0.04069593;7.029034359;34.82458755;0.68771816;210
LOPE;LOP01q1;LOP01;0.25ha;788393.8048;9976955.086;788363.0217;9976994.486;788433.2053;9976985.869;788402.4223;9977025.269;0;-;-;0;-;-;0;-;-;0.185715271;0.160003662;1;0.158767662;0;0;0
LOPE;LOP01q2;LOP01;0.25ha;788363.0217;9976994.486;788332.2386;9977033.887;788402.4223;9977025.269;788371.6392;9977064.67;0;-;-;0;-;-;0;-;-;0.208905193;0.170013428;1;0.202991058;0;0;0
LOPE;LOP01q3;LOP01;0.25ha;788433.2053;9976985.869;788402.4223;9977025.269;788472.6059;9977016.652;788441.8228;9977056.053;0;-;-;0;-;-;0;-;-;0.250746502;0.206665039;1;0.228538477;0;0;0
LOPE;LOP01q4;LOP01;0.25ha;788402.4223;9977025.269;788371.6392;9977064.67;788441.8228;9977056.053;788411.0397;9977095.453;0;-;-;0;-;-;0;-;-;0.191931348;0.160003662;1;0.150606529;0;0;0
